Transmission category,Transmission name,Transmission description,"Option 1 - e.g. Accept envoy, take this action, do this, etc etc",Option 2 - Take this alternative action,"Option 3 - take this alternative action (option 3 is usually a crazy explosive different action you can take, that is very unexpected)","Option 1 Consequences - e.g. faction relation boost +1 or -1 (never more than this), lose 100 astra/other resources, gain a ship, or a building level, etc etc",Option 2 consequences,Option 3 consequences
Faction movement,Voidborne Pact patrol near lower archive,"Voidborne Pact patrol near lower archive was reported from the lane towers with times attached: The sighting was brief but clean, with no scramble in the signal traffic around it. No challenge has been issued.",Post a narrow welcome and a list of local rules,Keep them to the outer lanes and deny the square,"Invite them in under feast lights, then empty their train",Voidborne Pact relation +1; gain 180 Vulkron; lose 500 Deuterium,Voidborne Pact relation +1; gain 140 Deuterium; lose 170 Vulkron,Voidborne Pact relation -1; gain 980 Vulkron; lose 120 Vulkron
Strange event,Warm opening near ridge observatory,A fresh incident docket names warm opening near ridge observatory and nothing else on the cover. A pair of supervisors wrote separate notes and signed the same margin. The boundary markers are still in place.,Hand the matter to the field office and keep the reports dry,Send the report upward and wait under local restraint,Throw open the barriers and let the curious crowd in,Helios Consortium relation +1; gain 420 Aurelite; lose 280 Vulkron,Helios Consortium relation +1; lose 50 Astra; lose 20 Deuterium,Helios Consortium relation -1; gain 760 Vulkron; lose 220 Deuterium
Incoming convoy,Harvest tender at relay gallery,"Port control has logged harvest tender at relay gallery on the approach board. Crew on the tower counted bedroll bundles, water drums, and cargo nets drawn tight against the rails; Ground crews are standing by with no final instruction entered.",Open the lower berths and process them before the docks choke,Hold them at the quarantine buoys and trade by sealed lift,Cut a side bargain and peel off the best cargo before dawn,Stellar Federacy relation +1; gain 260 Deuterium; lose 140 Aurelite,lose 560 Astra; gain 270 Deuterium,Stellar Federacy relation -1; gain 760 Astra; lose 220 Astra
Incoming convoy,Harvest freight at Lodestar Spire,Harvest freight at Lodestar Spire is holding above the colony under temporary port status. The manifest came in unevenly; one page arrived before the ship was fully turned to berth... Port runners are carrying copies between the ring office and the lower desk.,Open the lower berths and process them before the docks choke,Hold them at the quarantine buoys and trade by sealed lift,Cut a side bargain and peel off the best cargo before dawn,Nomad Clans relation +1; gain 460 Vulkron; lose 170 Deuterium,Nomad Clans relation -1; gain 40 Aurelite; gain 30 Astra,Nomad Clans relation -1; gain 980 Astra; lose 240 Aurelite; lose 50 Astra
Strange event,Inner rain near upper berths,"Field staff filed inner rain near upper berths just after first bell; The report carries practical details only: distance, colour, weight, and placement. The docket remains unsigned at the final line.",Fence the site and send ordinary survey teams,Seal it off and wait for specialist review,Break it open at once and drag the first findings into daylight,Eclipse Dominion relation +1; gain 180 Vulkron; lose 460 Deuterium,Eclipse Dominion relation +1; lose 380 Vulkron; lose 40 Astra,Eclipse Dominion relation +1; gain 140 Vulkron; lose 340 Aurelite
Empire notice,Fuel notice for Dormant Spire,"A broadcast carrying the heading fuel notice for dormant spire has been entered into the colony register: Every version matches down to the spacing, which suggests it was prepared long before it was sent. District heads are waiting for direction.",Give the matter to the proper office and keep the seals intact,Hold the notice back until evening,Leak the notice to the docks before the council sees it,Stellar Federacy relation +1; gain 80 Vulkron; lose 160 Vulkron,Stellar Federacy relation -1; lose 50 Aurelite; lose 140 Deuterium; gain 130 Deuterium,Stellar Federacy relation +1; gain 100 Astra; lose 240 Vulkron
Request,Transit request from A Temple Clerk,"Transit request from A Temple Clerk reached the governor's office by hand courier. The request is plainly written, though the supporting notes spread wider than the title suggests. Nothing has been initialled on the last page.",Take the meeting and hear the delegation in person,Keep them waiting in the corridor while clerks inspect the papers,Sign at once and let everyone else discover it later,gain 120 Aurelite; lose 100 Deuterium,Nomad Clans relation +1; gain 240 Deuterium; lose 90 Vulkron,Nomad Clans relation -1; gain 240 Aurelite; lose 620 Aurelite
Incoming convoy,Canal train at Lodestar Spire,"Dock officers have opened a handling file for canal train at lodestar spire. The first notes mention stacked tins, wrapped frames, and side hatches left unlatched; No surface pass has been stamped yet.",Wave them through under local protection and clear the customs corridor,Tax every crate and keep the escorts separate from the lead hull,Stage a false distress call and draw the convoy off its own route,Nomad Clans relation +1; gain 120 Astra; lose 160 Deuterium,Nomad Clans relation +1; gain 80 Vulkron; lose 120 Aurelite,Nomad Clans relation -1; gain 180 Deuterium; lose 70 Vulkron
Faction movement,Stellar Federacy column near Central Spire,"Stellar Federacy column near Central Spire was reported from the lane towers with times attached. The sighting was brief but clean, with no scramble in the signal traffic around it... No challenge has been issued.",Post a narrow welcome and a list of local rules,Keep them to the outer lanes and deny the square,"Invite them in under feast lights, then empty their train",Stellar Federacy relation +1; gain 120 Deuterium; lose 90 Deuterium,Stellar Federacy relation +1; gain 180 Deuterium; lose 20 Astra,Stellar Federacy relation -1; gain 560 Vulkron; lose 180 Astra
Story arc,Customs ledger,Customs ledger now sits between two earlier notes in the archive string; Three earlier notes were pulled from storage to sit beside this one on the desk. Nothing ties it off yet.,Follow the thread carefully and keep the papers together,Set the file aside until the next report arrives,Pull every loose cord at once and force the hidden thing into view,Nomad Clans relation +1; gain 380 Astra; lose 560 Vulkron,Nomad Clans relation +1; lose 30 Aurelite; gain 140 Aurelite,Nomad Clans relation +1; gain 760 Aurelite; lose 620 Aurelite
Incoming convoy,Night barge at Central Spire,"Port control has logged night barge at central spire on the approach board: Crew on the tower counted bedroll bundles, water drums, and cargo nets drawn tight against the rails. Ground crews are standing by with no final instruction entered.",Open the lower berths and process them before the docks choke,Hold them at the quarantine buoys and trade by sealed lift,Cut a side bargain and peel off the best cargo before dawn,Helios Consortium relation +1; gain 30 Vulkron; lose 380 Vulkron,Helios Consortium relation -1; gain 90 Astra; lose 20 Vulkron,Helios Consortium relation -1; gain 180 Astra; lose 100 Astra
Signal,Seabed header,"Seabed header entered the watch report during the late scan. One portion of the file carries speech beneath the static, though the words still break apart on replay. The chart beside it is still blank.",Route the signal to the observatory and hold all other traffic back,Record only and issue no reply,Piggyback a tracer burst onto the next return cycle,Terran Union relation +1; gain 260 Deuterium; lose 200 Vulkron,gain 50 Vulkron; lose 220 Astra,Terran Union relation -1; gain 1140 Deuterium; lose 120 Deuterium
Tile incident,Bell breach,Residents and floor staff have filed a note under bell breach. The service copy has dust across one corner where it was set down on site; The follow-up line is blank.,Have the watch captain stand by while the mechanics work,Turn the matter over to the housing desk or yard office,Drag the whole lot into the square and make a public example of it,gain 500 Aurelite; lose 20 Vulkron,gain 560 Vulkron; lose 200 Deuterium,Terran Union relation +1; gain 220 Vulkron; lose 140 Aurelite
Request,Recruitment request from Terran Union,"A request line under recruitment request from terran union has been entered into review. Several pages are practical and dry, then one loose insert changes the tone completely... The routing slip is still clipped to the front.",Accept the filing and attach a modest bond,Bury it in review and make them come back twice,Split the request in half and sell each half to a rival,gain 50 Astra; lose 200 Aurelite,Terran Union relation -1; gain 90 Vulkron,Terran Union relation -1; gain 340 Aurelite; lose 500 Vulkron; lose 20 Aurelite
Faction movement,Voidborne Pact train near fuel court,Voidborne Pact train near fuel court entered the registry through the route desk rather than the port office; The ships held formation long enough for a second tower to confirm the count. The route remains open for now.,"Exchange water, route marks, and a measured greeting",Refuse entry and watch from the ridge,Draw them deeper inland and close the road behind them,Voidborne Pact relation +1; gain 260 Aurelite; lose 160 Deuterium,Voidborne Pact relation +1; lose 80 Astra; gain 140 Astra,Voidborne Pact relation -1; gain 820 Aurelite; gain 70 Deuterium
Signal,Relay signal,A narrow band transmission under the title relay signal was logged before dawn: The pattern holds across each return and sits clear of ordinary trade chatter. The room has left the line open for another pass.,Answer on the public bands and log the exchange,Keep silent and map the pattern for another cycle,Broadcast a forged reply using old authority codes,Stellar Federacy relation +1; gain 420 Vulkron; lose 200 Astra,gain 420 Aurelite; lose 160 Deuterium,Stellar Federacy relation -1; gain 100 Astra
Request,Shrine request from A Bonded Broker,"A packet bearing the words shrine request from a bonded broker has been added to today's register. The filing mixes official language with specifics from the ground: names, sums, and delivery hours. No answer has been entered yet.",Take the meeting and hear the delegation in person,Keep them waiting in the corridor while clerks inspect the papers,Sign at once and let everyone else discover it later,Nomad Clans relation +1; gain 260 Astra; lose 100 Deuterium,gain 90 Vulkron; gain 90 Aurelite; lose 120 Aurelite,Nomad Clans relation +1; gain 460 Astra; lose 100 Aurelite
